GO,Aeropyrum_pernix.CDS.fa.OUTPUT.daa.m8,Aquifex_aeolicus.CDS.fa.OUTPUT.daa.m8,Archaeoglobus_fulgidus.CDS.fa.OUTPUT.daa.m8,Hyperthermus_butyilicus.CDS.fa.OUTPUT.daa.m8,Methanococcus_jannaschii.CDS.fa.OUTPUT.daa.m8,Methanopyrus_kandleri.CDS.fa.OUTPUT.daa.m8,Methanothermus_fervidus.CDS.fa.OUTPUT.daa.m8,Pyrococcus_feriosus.CDS.fa.OUTPUT.daa.m8,Pyrodicitium_abyssi.CDS.fa.OUTPUT.daa.m8,Pyrolobus_fumarii.CDS.fa.OUTPUT.daa.m8,Sulfolobus_acidocaldarius.CDS.fa.OUTPUT.daa.m8,Thermocrinis_minervae.CDS.fa.OUTPUT.daa.m8,Thermocrinis_ruber.CDS.fa.OUTPUT.daa.m8,Thermotoga_maritima.CDS.fa.OUTPUT.daa.m8
 L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine [GO:0019281],0,0,0,0,0,0,0,0,0,0,0,0,0,1
bacterial-type flagellum filament [GO:0009420],0,1,0,0,0,0,0,0,0,0,0,0,1,2
 trans-translation [GO:0070929],0,0,0,0,0,0,0,0,0,0,0,0,1,2
 chorismate biosynthetic process [GO:0009423],6,5,5,0,5,5,4,6,6,4,6,0,5,5
 glutamate biosynthetic process [GO:0006537],1,0,1,0,1,1,1,1,0,1,1,1,1,2
 polyribonucleotide nucleotidyltransferase activity [GO:0004654],0,1,0,0,0,0,0,0,0,0,0,0,1,1
precorrin-8X methylmutase activity [GO:0016993],0,0,0,0,1,1,1,0,0,0,1,0,0,0
 cation-transporting ATPase activity [GO:0019829],2,1,1,5,0,0,0,2,1,2,1,0,2,0
uroporphyrinogen decarboxylase activity [GO:0004853],0,0,2,0,0,0,0,0,0,0,0,0,0,0
 carboxylic acid metabolic process [GO:0019752],4,0,3,1,1,2,2,1,1,2,3,0,0,0
plasma membrane [GO:0005886],4,22,12,2,11,7,3,10,7,4,0,0,15,17
 dGTP catabolic process [GO:0006203],0,1,0,0,0,0,0,0,0,0,0,0,0,2
 polyprenol biosynthetic process [GO:0016094],0,1,0,0,1,0,0,0,0,0,0,0,0,1
uroporphyrinogen-III synthase activity [GO:0004852],1,1,1,1,1,1,1,0,0,1,1,0,2,0
 tRNA wobble guanine modification [GO:0002099],0,1,0,0,0,0,0,0,0,0,0,0,0,1
2-dehydro-3-deoxy-6-phosphogalactonate aldolase activity [GO:0008674],0,0,0,0,0,0,0,0,0,0,1,0,0,0
 threonyl-tRNA aminoacylation [GO:0006435],2,1,1,1,1,1,1,1,1,1,2,0,1,1
aldehyde-lyase activity [GO:0016832],0,0,1,0,1,0,0,1,1,1,0,0,0,1
 UDP-glucose 6-dehydrogenase activity [GO:0003979],0,1,2,0,1,0,2,2,1,0,0,0,1,0
 peptidoglycan binding [GO:0042834],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 vesicle-mediated transport [GO:0016192],0,0,0,0,0,0,0,0,0,1,1,0,0,0
CTP synthase activity [GO:0003883],0,1,0,0,0,0,0,0,0,0,0,0,0,0
protein disulfide oxidoreductase activity [GO:0015035],0,0,0,0,1,0,0,0,0,0,1,0,0,0
 succinate dehydrogenase complex [GO:0045281],0,0,0,1,0,0,0,0,0,0,0,0,0,0
 inositol monophosphate 1-phosphatase activity [GO:0008934],0,1,1,0,1,0,0,0,0,0,0,0,0,0
 pyruvate metabolic process [GO:0006090],1,1,1,0,1,1,2,1,1,1,1,0,1,1
serine-type endopeptidase activity [GO:0004252],3,3,2,2,0,0,0,1,1,1,2,0,2,1
 thymidine kinase activity [GO:0004797],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 transferase activity, transferring pentosyl groups [GO:0016763],2,1,3,2,3,2,1,3,3,2,2,0,0,1
 threonine-tRNA ligase activity [GO:0004829],2,1,1,1,1,1,1,1,1,1,2,0,1,1
 diaminopimelate epimerase activity [GO:0008837],0,1,1,0,1,1,1,0,0,0,0,0,1,1
histidinol dehydrogenase activity [GO:0004399],0,0,1,0,0,1,1,1,0,1,1,0,1,1
 butyrate kinase activity [GO:0047761],0,0,0,0,0,0,0,0,0,0,0,0,0,2
 molybdenum cofactor guanylyltransferase activity [GO:0061603],0,1,0,0,1,0,1,1,1,0,0,0,1,0
 ergosterol biosynthetic process [GO:0006696],0,0,0,0,0,0,0,0,0,0,1,0,0,0
 protein homotetramerization [GO:0051289],0,1,0,0,0,0,0,1,0,0,0,0,0,0
 structural molecule activity [GO:0005198],3,6,2,0,4,0,0,2,4,0,2,0,6,6
 malate dehydrogenase (NADP+) activity [GO:0046554],0,0,0,0,0,0,1,0,0,0,0,0,0,0
 calcium, potassium:sodium antiporter activity [GO:0008273],0,1,0,0,1,0,0,0,0,0,0,0,0,1
 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase activity [GO:0044689],0,2,2,0,2,2,2,0,0,0,0,0,0,0
 menaquinone biosynthetic process [GO:0009234],2,4,4,1,0,0,0,0,0,1,0,0,4,2
 glycine betaine transport [GO:0031460],0,0,1,0,0,0,0,0,0,0,0,0,0,0
nucleic acid binding [GO:0003676],5,3,11,3,9,5,5,19,5,2,5,0,3,4
 proton-transporting V-type ATPase, V0 domain [GO:0033179],2,0,1,2,2,2,2,1,1,2,2,0,0,0
 ferredoxin hydrogenase activity [GO:0008901],0,3,1,1,1,1,2,5,0,1,0,0,3,1
 AMP catabolic process [GO:0006196],0,0,0,1,1,0,0,0,0,0,0,0,0,0
 coenzyme F420-0:L-glutamate ligase activity [GO:0052618],0,0,1,0,1,1,1,0,0,0,0,0,0,0
 amino acid binding [GO:0016597],1,6,2,2,5,2,2,2,1,2,1,0,3,7
 pseudouridine synthase activity [GO:0009982],0,2,0,0,0,0,1,0,0,0,0,0,0,2
 rRNA (adenine-C2-)-methyltransferase activity [GO:0070040],0,1,0,0,0,0,0,0,0,0,0,0,1,1
 UDP-glucose 4-epimerase activity [GO:0003978],0,1,0,0,1,0,0,0,0,0,0,0,0,2
 triphosphoribosyl-dephospho-CoA synthase activity [GO:0046917],1,0,1,1,1,2,1,1,1,0,1,0,0,0
(1,4)-alpha-D-glucan 1-alpha-D-glucosylmutase activity [GO:0047470],0,0,0,0,0,0,0,0,0,0,1,0,0,0
 protein glycosylation [GO:0006486],0,0,3,1,1,0,3,2,1,1,2,0,1,0
 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866],1,1,1,0,1,1,1,1,1,0,1,0,1,1
 long-chain fatty acid-CoA ligase activity [GO:0004467],1,0,0,0,0,0,0,0,0,0,2,0,0,0
cyclomaltodextrinase activity [GO:0047798],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid [GO:0018339],0,1,0,0,0,0,0,0,0,0,0,0,1,1
GTP binding [GO:0005525],9,4,9,5,10,13,9,10,10,7,10,0,5,6
 tRNA guanylyltransferase activity [GO:0008193],0,0,0,1,0,1,1,0,0,1,0,0,0,0
IMP cyclohydrolase activity [GO:0003937],0,1,1,0,1,1,1,0,0,0,0,0,1,2
 carbamate kinase activity [GO:0008804],0,0,0,0,0,0,0,1,1,0,0,0,0,0
 ATPase activity, coupled to transmembrane movement of substances [GO:0042626],1,2,1,2,0,0,3,4,3,1,2,0,3,6
 monosaccharide binding [GO:0048029],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 arginine biosynthetic process [GO:0006526],5,9,8,4,9,9,7,8,5,6,9,0,7,9
 enzyme-directed rRNA pseudouridine synthesis [GO:0000455],0,2,0,0,0,0,0,0,0,0,0,0,0,1
bacterial-type flagellum [GO:0009288],0,0,0,0,0,0,0,0,0,0,0,0,0,1
endoribonuclease activity, producing 5'-phosphomonoesters [GO:0016891],1,0,1,0,0,1,0,1,1,0,1,0,0,0
 cellular response to nitrosative stress [GO:0071500],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 anion transmembrane transport [GO:0098656],0,1,0,0,1,0,0,0,0,0,0,0,0,0
 phosphopantothenate--cysteine ligase activity [GO:0004632],1,1,1,1,1,1,1,1,1,1,1,0,1,1
 ATP-dependent helicase activity [GO:0008026],0,1,0,0,1,0,1,0,0,0,0,0,1,0
 CO-methylating acetyl-CoA synthase activity [GO:0043884],0,0,1,0,2,1,1,0,0,0,0,0,0,0
 rRNA (guanosine-2'-O-)-methyltransferase activity [GO:0070039],0,1,0,0,0,0,0,0,0,0,0,0,0,1
tRNA methyltransferase complex [GO:0043527],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 maturation of 5.8S rRNA [GO:0000460],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 fusion of virus membrane with host plasma membrane [GO:0019064],0,2,0,0,0,0,0,0,0,0,0,0,1,0
protein-L-isoaspartate (D-aspartate) O-methyltransferase activity [GO:0004719],0,0,0,0,0,0,0,0,0,0,1,0,0,0
branched-chain-amino-acid transaminase activity [GO:0004084],0,0,0,0,0,1,0,0,0,0,0,0,1,0
 serine-tRNA ligase activity [GO:0004828],1,1,1,1,1,1,1,1,1,1,1,0,1,1
 ion transmembrane transporter activity [GO:0015075],0,1,0,0,1,0,0,3,4,0,0,0,0,2
 nucleotide-excision repair, DNA incision, 5'-to lesion [GO:0006296],0,1,0,0,1,0,0,0,0,0,0,0,0,1
 intracellular signal transduction [GO:0035556],0,0,0,0,0,0,0,0,0,0,0,0,1,0
 tRNA (guanine-N2-)-methyltransferase activity [GO:0004809],1,0,1,0,1,1,1,1,1,0,0,0,1,0
 phosphopyruvate hydratase complex [GO:0000015],1,1,1,1,1,1,1,1,1,1,1,0,1,1
fructokinase activity [GO:0008865],0,0,0,0,0,0,0,0,0,0,0,0,0,1
dTDP-4-dehydrorhamnose reductase activity [GO:0008831],1,0,0,0,0,0,1,0,0,0,0,0,0,0
 response to metal ion [GO:0010038],0,1,0,0,0,0,0,0,0,0,0,0,0,0
phosphoribosylanthranilate isomerase activity [GO:0004640],1,1,1,0,1,1,1,1,1,1,1,0,1,1
 kinase activity [GO:0016301],9,2,4,6,8,10,7,5,11,4,3,1,4,9
magnesium chelatase activity [GO:0016851],0,0,0,0,1,0,3,0,0,0,0,0,0,0
enoyl-[acyl-carrier-protein] reductase (NADH) activity [GO:0004318],0,1,0,0,0,0,0,0,0,0,0,0,1,1
methylglyoxal synthase activity [GO:0008929],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748],1,2,1,1,0,0,1,1,1,1,1,0,2,1
carbonate dehydratase activity [GO:0004089],0,0,0,0,0,0,0,0,0,0,1,0,0,0
 quinolinate synthetase A activity [GO:0008987],0,1,1,1,1,1,1,1,1,1,1,0,1,1
peptidoglycan binding [GO:0042834],0,4,0,0,0,0,0,0,0,0,0,0,2,0
 4-hydroxy-tetrahydrodipicolinate synthase [GO:0008840],0,1,1,0,1,1,1,0,0,0,0,0,1,1
 arsenite transport [GO:0015700],0,0,1,0,0,0,0,0,1,0,2,0,1,3
 sarcosine oxidase activity [GO:0008115],0,0,1,0,0,0,0,0,0,0,0,0,0,0
 alanine metabolic process [GO:0006522],0,0,1,0,0,1,0,0,0,1,0,0,0,0
 NAD biosynthetic process [GO:0009435],4,5,7,7,4,5,6,6,6,8,7,0,6,6
 formyltetrahydrofolate deformylase activity [GO:0008864],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 3-isopropylmalate dehydrogenase activity [GO:0003862],0,1,1,0,1,0,0,0,0,0,0,0,1,1
 Type II site-specific deoxyribonuclease activity [GO:0009036],0,0,0,0,3,0,0,0,0,0,0,0,0,0
6-phosphofructokinase activity [GO:0003872],2,0,0,0,0,0,0,0,0,0,0,0,0,0
3-hydroxybutyrate dehydrogenase activity [GO:0003858],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 regulation of pH [GO:0006885],0,0,1,0,0,0,0,0,0,0,0,0,0,0
 structural constituent of ribosome [GO:0003735],65,52,59,66,61,63,59,61,60,65,62,2,53,52
 arginine biosynthetic process via ornithine [GO:0042450],0,1,1,1,1,1,1,1,0,1,1,0,1,1
 response to arsenic-containing substance [GO:0046685],0,1,0,0,1,0,0,0,0,0,0,0,0,0
 rRNA (pseudouridine-N3-)-methyltransferase activity [GO:0070038],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 aminoacylase activity [GO:0004046],0,0,0,0,0,0,0,0,0,0,1,0,0,0
 homoserine dehydrogenase activity [GO:0004412],0,1,0,0,0,0,0,0,0,0,0,0,1,0
 phosphofructokinase activity [GO:0008443],0,0,0,0,1,0,0,1,1,0,0,0,0,0
 fructose metabolic process [GO:0006000],0,0,0,0,1,0,0,1,1,0,0,0,0,0
 nitrate reductase activity [GO:0008940],3,0,0,0,0,0,0,0,0,1,0,0,0,0
beta-ketoacyl-acyl-carrier-protein synthase II activity [GO:0033817],0,1,0,0,0,0,0,0,0,0,0,0,1,1
 nucleotide binding [GO:0000166],15,12,15,17,13,11,12,12,8,11,11,0,10,13
 vitamin K biosynthetic process [GO:0042371],0,0,0,0,0,0,0,0,0,0,0,0,0,1
chorismate mutase activity [GO:0004106],1,0,0,0,0,0,0,0,0,0,0,0,0,0
 DNA modification [GO:0006304],0,0,1,0,2,0,0,0,1,0,0,0,2,0
aspartate 1-decarboxylase activity [GO:0004068],0,0,1,0,1,1,1,1,1,0,0,0,0,0
 protein O-linked glycosylation [GO:0006493],0,1,0,0,0,0,0,0,0,0,0,0,1,0
 double-stranded DNA binding [GO:0003690],1,1,0,4,3,0,1,0,0,3,2,0,0,0
 polysaccharide catabolic process [GO:0000272],0,1,2,0,0,0,0,2,1,0,1,0,0,3
UDP-glucose 4-epimerase activity [GO:0003978],0,0,0,0,0,0,0,0,0,0,0,0,1,0
 inositol metabolic process [GO:0006020],0,1,0,0,1,0,0,0,0,0,0,0,0,0
 EKC/KEOPS complex [GO:0000408],0,1,0,0,1,0,0,0,4,0,0,0,0,0
 crossover junction endodeoxyribonuclease activity [GO:0008821],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity [GO:0004671],0,0,1,0,0,0,0,0,0,0,0,0,0,0
 co-translational protein modification [GO:0043686],0,1,0,0,0,0,0,0,0,0,0,0,0,1
fumarate hydratase activity [GO:0004333],0,0,0,0,0,0,2,2,0,2,0,0,1,2
 NAD binding [GO:0051287],10,12,11,3,11,9,11,9,8,9,8,0,13,9
carboxyl- or carbamoyltransferase activity [GO:0016743],0,1,1,1,1,1,1,1,1,1,0,1,1,0
 glucosidase activity [GO:0015926],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 L-threonine 3-dehydrogenase activity [GO:0008743],0,0,0,0,0,0,0,1,1,0,0,0,0,0
 alanine biosynthetic process [GO:0006523],0,1,0,0,0,0,0,0,0,0,0,0,1,1
cellular amino acid catabolic process [GO:0009063],0,0,0,0,0,0,0,0,0,1,1,0,0,0
histone deacetylase activity [GO:0004407],0,0,1,0,0,0,0,0,0,0,0,0,0,0
 chorismate synthase activity [GO:0004107],0,1,0,0,1,0,0,0,0,0,0,0,0,0
 rRNA (cytosine-C5-)-methyltransferase activity [GO:0009383],0,0,0,0,0,0,0,0,0,0,0,0,0,1
glucuronate isomerase activity [GO:0008880],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 amino acid transport [GO:0006865],4,0,3,2,4,1,0,0,0,2,1,0,0,1
 RNA-dependent ATPase activity [GO:0008186],0,1,0,0,0,0,0,0,0,0,0,0,1,1
 GTP cyclohydrolase II activity [GO:0003935],0,1,1,0,0,0,0,1,0,0,0,0,1,1
transition metal ion binding [GO:0046914],0,0,1,1,1,1,4,1,1,1,0,0,1,1
 penicillin binding [GO:0008658],0,3,0,0,0,0,0,0,0,0,0,0,3,1
 oxygen transporter activity [GO:0005344],0,2,0,0,1,0,0,0,0,0,0,0,0,0
 oxidoreductase activity, acting on single donors with incorporation of molecular oxygen [GO:0016701],0,0,0,0,0,0,0,0,0,0,1,0,0,0
 voltage-gated potassium channel activity [GO:0005249],1,1,1,1,1,0,0,1,1,1,0,0,0,0
 cytokinin biosynthetic process [GO:0009691],0,1,0,0,0,0,0,0,0,0,0,0,1,0
FAD binding [GO:0071949],0,1,0,0,1,2,2,1,1,0,0,0,1,0
 ribulose-bisphosphate carboxylase activity [GO:0016984],0,0,2,1,1,0,0,1,1,0,0,0,0,0
tryptophan synthase activity [GO:0004834],1,1,2,0,1,2,2,2,2,1,1,0,2,2
imidazoleglycerol-phosphate dehydratase activity [GO:0004424],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 sulfite reductase activity [GO:0016002],0,0,0,0,1,0,0,0,0,0,0,0,0,0
ribosome binding [GO:0043022],1,0,1,1,0,1,1,1,1,1,1,0,0,0
 riboflavin biosynthetic process [GO:0009231],5,6,6,5,6,5,6,4,1,4,5,0,5,4
 ribosome disassembly [GO:0032790],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 leucyl-tRNA aminoacylation [GO:0006429],1,2,1,1,1,1,1,1,1,1,2,0,2,1
 RNA repair [GO:0042245],1,0,1,1,1,1,1,1,1,1,1,0,0,0
peroxiredoxin activity [GO:0051920],0,0,2,0,2,1,1,0,0,0,1,0,0,0
 UDP-N-acetylgalactosamine biosynthetic process [GO:0019277],0,1,0,0,0,0,0,0,0,0,0,0,1,1
alcohol dehydrogenase (NAD) activity [GO:0004022],1,0,0,0,0,0,0,0,0,0,2,0,0,0
 type I protein secretion system complex [GO:0030256],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 cytosine transmembrane transporter activity [GO:0015209],0,0,0,0,0,0,0,1,1,0,1,0,0,0
 carbohydrate biosynthetic process [GO:0016051],0,0,1,0,2,1,1,0,0,0,0,0,0,0
homoserine dehydrogenase activity [GO:0004412],1,0,1,1,1,1,1,1,1,0,1,0,0,0
 folic acid-containing compound biosynthetic process [GO:0009396],0,2,0,0,0,0,0,1,0,0,1,0,3,4
 glycolate biosynthetic process [GO:0046295],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 transcription-coupled nucleotide-excision repair, DNA damage recognition [GO:0000716],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 GMP synthase activity [GO:0003921],0,1,0,0,2,0,0,0,0,0,0,0,0,0
 phosphoribosyl-AMP cyclohydrolase activity [GO:0004635],0,1,1,0,1,1,1,1,0,1,0,0,1,1
endoribonuclease activity [GO:0004521],1,0,2,1,1,1,1,1,0,1,2,0,1,1
endopeptidase inhibitor activity [GO:0004866],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 L-glutamine:2-oxoglutarate aminotransferase activity [GO:0080100],0,0,0,0,0,0,0,0,0,1,0,0,0,0
phosphate ion binding [GO:0042301],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 tyrosine biosynthetic process [GO:0006571],1,1,1,0,1,2,1,1,0,1,1,0,1,1
transporter activity [GO:0005215],0,7,1,0,0,0,0,2,1,0,0,0,4,6
 respiratory electron transport chain [GO:0022904],2,5,1,1,1,0,0,0,0,1,4,0,3,0
alkylbase DNA N-glycosylase activity [GO:0003905],1,0,0,0,0,0,0,0,0,0,0,0,0,0
protein-glutamate O-methyltransferase activity [GO:0008983],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity [GO:0036381],1,0,1,1,1,1,1,1,1,1,1,0,0,1
 raffinose alpha-galactosidase activity [GO:0052692],0,0,0,0,0,0,0,0,0,0,0,0,0,1
ribosome biogenesis [GO:0042254],1,0,1,1,1,1,1,1,1,1,1,0,0,0
 base-excision repair, AP site formation [GO:0006285],0,1,0,0,1,0,0,0,0,0,0,0,0,1
 hydrolase activity [GO:0016787],8,7,9,7,5,6,8,12,12,4,13,1,6,10
 aspartate 1-decarboxylase activity [GO:0004068],0,1,0,0,0,0,0,0,0,0,0,0,1,1
 lipid glycosylation [GO:0030259],0,1,0,0,0,1,1,0,0,0,0,0,1,1
 cellular glucan metabolic process [GO:0006073],0,0,0,0,0,0,0,0,0,0,0,0,0,2
signal recognition particle [GO:0048500],2,1,2,2,2,2,2,2,2,2,2,0,1,1
 box C/D snoRNA 3'-end processing [GO:0000494],0,0,0,0,1,0,0,0,0,0,0,0,0,0
adenylylsulfate kinase activity [GO:0004020],1,1,1,1,0,0,0,0,1,1,0,0,0,0
 UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity [GO:0008765],0,1,0,0,0,0,0,0,0,0,0,0,1,0
 scopolin beta-glucosidase activity [GO:0102483],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 cytosine deaminase activity [GO:0004131],0,0,0,0,0,0,0,0,0,0,1,0,0,0
 long-chain-(S)-2-hydroxy-long-chain-acid oxidase activity [GO:0052853],0,0,1,0,0,0,0,0,0,0,0,0,0,0
lactate oxidation [GO:0019516],1,0,0,0,0,0,0,0,0,0,0,0,0,0
precorrin-3B C17-methyltransferase activity [GO:0030789],0,0,0,0,0,0,1,0,0,0,1,0,0,0
 dCTP deaminase activity [GO:0008829],0,0,0,0,1,0,0,0,0,0,0,0,0,0
2 iron, 2 sulfur cluster binding [GO:0051537],2,6,5,2,4,3,3,3,6,2,8,0,12,7
myristoyl-CoA hydrolase activity [GO:0102991],0,0,0,1,0,0,0,0,0,0,0,0,0,0
 peptide metabolic process [GO:0006518],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 pteridine-containing compound metabolic process [GO:0042558],0,0,2,0,5,1,3,0,0,1,0,0,0,1
 cellulase activity [GO:0008810],0,0,0,0,0,0,0,0,0,0,1,0,0,1
 fatty acid synthase activity [GO:0004312],0,0,1,0,0,0,0,0,0,0,0,0,0,0
methanogenesis [GO:0015948],0,0,1,0,3,3,4,0,0,0,0,0,0,0
DNA mediated transformation [GO:0009294],0,2,0,0,0,1,0,1,0,0,0,0,2,1
histone acetyltransferase activity [GO:0004402],0,0,0,0,0,0,1,0,0,0,0,0,0,0
adenosylhomocysteine nucleosidase activity [GO:0008782],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 tRNA binding [GO:0000049],12,19,13,14,15,14,13,13,14,12,11,0,14,18
4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity [GO:0050515],0,1,0,0,0,0,0,0,0,0,0,0,0,1
 fucose catabolic process [GO:0019317],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 ATP-dependent DNA helicase activity [GO:0004003],1,2,0,1,0,0,0,1,1,1,1,0,2,2
 pyruvate, water dikinase activity [GO:0008986],1,1,1,0,1,1,1,1,1,1,1,0,1,0
 proton-transporting two-sector ATPase complex, proton-transporting domain [GO:0033177],0,0,2,0,0,0,0,1,1,0,0,0,0,0
 protoporphyrinogen IX biosynthetic process [GO:0006782],3,6,5,3,5,3,4,0,0,3,1,0,5,0
 DNA biosynthetic process [GO:0071897],1,1,1,1,1,1,1,1,1,1,1,0,1,1
 vinylacetyl-CoA delta-isomerase activity [GO:0050393],0,0,1,0,0,0,0,0,0,1,0,0,0,0
 rRNA (cytosine-2'-O-)-methyltransferase activity [GO:0070677],0,1,0,0,0,0,0,0,0,0,0,0,1,0
 regulation of carbohydrate metabolic process [GO:0006109],0,0,0,0,0,1,0,0,0,0,0,0,0,1
propionate CoA-transferase activity [GO:0018729],1,0,0,0,0,0,0,0,0,0,0,0,0,0
 response to starvation [GO:0042594],0,1,0,0,0,0,0,0,0,0,0,0,0,1
 homocysteine metabolic process [GO:0050667],0,1,0,0,1,0,0,0,0,0,0,0,0,0
 beta-ketoacyl-acyl-carrier-protein synthase III activity [GO:0033818],0,1,0,0,0,0,0,0,0,0,0,0,1,0
 cytoplasmic translation [GO:0002181],0,2,0,0,3,0,0,0,0,0,0,0,0,1
dipeptidase activity [GO:0016805],1,0,0,0,0,0,0,1,1,0,1,0,0,0
 defense response to virus [GO:0051607],3,1,4,2,7,2,2,10,0,2,4,0,2,2
glucose-1-phosphate thymidylyltransferase activity [GO:0008879],1,0,2,0,0,0,1,0,0,0,0,0,0,1
peptidase activity [GO:0008233],0,4,0,0,2,9,2,2,0,0,4,15,2,2
 acetyl-CoA biosynthetic process from acetate [GO:0019427],1,0,1,0,0,0,1,0,0,1,2,0,1,0
 phosphate ion binding [GO:0042301],1,1,0,1,1,0,0,1,1,1,0,0,1,0
 phosphoribosylaminoimidazolesuccinocarboxamide synthase activity [GO:0004639],0,1,1,0,1,1,1,1,1,1,1,0,1,1
 ATP biosynthetic process [GO:0006754],1,1,3,2,4,3,0,5,5,0,2,0,0,0
arsenate reductase (azurin) activity [GO:0050611],1,0,0,0,0,0,0,0,0,0,0,0,0,0
 lysophosphatidic acid acyltransferase activity [GO:0042171],0,1,0,0,0,0,0,0,0,0,0,0,0,1
 nitrate metabolic process [GO:0042126],2,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052],0,0,0,0,0,0,0,0,0,0,0,0,0,1
isocitrate dehydrogenase (NAD+) activity [GO:0004449],0,0,0,0,0,0,0,0,0,1,0,0,0,0
 quinone binding [GO:0048038],2,15,2,2,3,1,2,3,4,2,3,0,13,2
 translational termination [GO:0006415],0,0,0,0,1,0,0,0,0,0,0,0,1,0
 monooxygenase activity [GO:0004497],0,0,0,0,0,0,2,0,1,0,1,0,0,0
cation transmembrane transporter activity [GO:0008324],1,3,5,0,0,1,0,2,2,1,0,0,2,0
S-methyl-5-thioribose-1-phosphate isomerase activity [GO:0046523],1,1,1,1,2,1,1,1,1,1,1,0,1,1
cell outer membrane [GO:0009279],0,5,0,0,0,0,0,0,0,0,0,0,8,0
 negative regulation of phosphate metabolic process [GO:0045936],1,1,1,0,1,0,1,1,1,1,0,0,1,2
5-fluorocytosine deaminase activity [GO:0102480],0,0,0,0,0,0,0,0,0,0,1,0,0,0
glucokinase activity [GO:0004340],1,0,1,0,0,0,0,0,0,0,0,0,0,0
 nucleoside metabolic process [GO:0009116],9,3,6,11,3,2,3,6,6,10,8,0,4,6
 malonyl-CoA biosynthetic process [GO:2001295],0,2,0,0,0,0,0,0,0,0,0,0,2,0
 chaperone-mediated protein folding [GO:0061077],0,1,0,0,1,0,0,0,0,0,0,0,0,0
 ADP-heptose-lipopolysaccharide heptosyltransferase activity [GO:0008713],0,3,0,0,0,0,0,0,0,0,0,0,0,0
 nucleotide phosphorylation [GO:0046939],0,1,0,0,0,0,0,0,0,0,0,0,0,0
cell division site [GO:0032153],0,2,0,0,2,1,1,0,0,0,0,0,2,2
L-threonine ammonia-lyase activity [GO:0004794],0,0,0,0,0,0,0,0,0,0,1,0,0,0
oxidoreductase activity [GO:0016491],19,11,21,19,11,11,9,22,15,14,48,0,15,17
 transposase activity [GO:0004803],0,3,3,0,2,0,0,5,0,0,0,0,1,3
 transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747],0,1,1,0,0,0,1,0,0,0,0,0,1,2
 monovalent cation:proton antiporter activity [GO:0005451],0,0,0,0,0,0,0,3,4,0,0,0,0,2
fructose-bisphosphate aldolase activity [GO:0004332],0,1,0,0,1,0,0,0,1,0,0,0,0,1
 5,6,7,8-tetrahydromethanopterin biosynthetic process [GO:1901285],0,0,0,0,1,1,1,0,0,0,0,0,0,0
 deaminase activity [GO:0019239],0,0,0,0,0,0,0,1,0,0,0,0,0,0
 hydrogen peroxide catabolic process [GO:0042744],0,0,1,0,0,0,0,0,0,0,0,0,0,0
NAD+ binding [GO:0070403],0,1,0,0,1,0,0,0,0,0,0,0,0,0
 tRNA nucleotidyltransferase activity [GO:0009022],0,1,0,0,0,0,0,0,0,0,0,0,1,0
